StudentID,Course,Mode_of_Study,Age,Gender,Admission_Date,Attendance_%,Assignment_Score,Midterm_Score,Final_Score,Hours_Studied_Weekly,Forum_Participation,Fee_Paid_%,Scholarship,Counseling_Sessions,Overall_Score,Pass_Fail,Dropout_Risk,Status
3735,HR Management,Hybrid,34,Male,2029-03-01,73,98,45,34,17,39,97,No,0,50.1,Pass,Low,Active
3736,Data Science,Offline,23,Female,2029-03-02,99,59,25,71,14,24,82,No,1,54.8,Pass,Low,Active
3737,Finance,Offline,21,Female,2029-03-03,85,36,82,77,16,5,76,Yes,3,70.3,Pass,Low,Active
3738,HR Management,Online,24,Female,2029-03-04,87,65,79,60,20,0,91,No,1,66.7,Pass,Low,Active
3739,Data Science,Hybrid,34,Male,2029-03-05,72,67,50,63,2,45,68,No,3,59.9,Pass,Low,Active
3740,Finance,Hybrid,33,Male,2029-03-06,73,81,49,23,23,15,97,No,2,42.4,Fail,Medium,Active
3741,Web Dev,Online,32,Male,2029-03-07,78,44,57,96,3,47,63,Yes,0,73.9,Pass,Medium,Active
3742,Data Science,Offline,25,Male,2029-03-08,49,75,96,87,19,3,74,No,0,87.3,Pass,High,At-Risk
3743,Digital Marketing,Offline,25,Female,2029-03-09,93,52,93,26,20,28,83,No,3,51.3,Pass,Low,Active
3744,Data Science,Offline,33,Female,2029-03-10,59,41,30,65,9,37,73,No,4,49.7,Fail,High,At-Risk
3745,Data Science,Online,27,Male,2029-03-11,40,73,47,28,4,46,87,Yes,4,42.7,Fail,High,At-Risk
3746,Finance,Offline,34,Male,2029-03-12,52,44,54,52,24,27,72,No,2,51.0,Pass,High,At-Risk
3747,Web Dev,Online,30,Female,2029-03-13,40,78,78,52,15,21,54,No,3,65.0,Pass,High,At-Risk
3748,Digital Marketing,Online,30,Female,2029-03-14,44,50,35,23,10,7,93,No,2,32.0,Fail,High,At-Risk
3749,HR Management,Hybrid,24,Male,2029-03-15,55,44,55,84,9,31,85,Yes,3,67.3,Pass,Medium,Active
3750,HR Management,Offline,27,Male,2029-03-16,54,43,30,53,18,32,73,Yes,2,44.1,Fail,High,At-Risk
3751,Data Science,Online,19,Male,2029-03-17,88,71,35,98,24,12,85,No,3,73.7,Pass,Low,Active
3752,Finance,Offline,21,Male,2029-03-18,67,44,36,83,24,26,54,No,0,61.1,Pass,Medium,Active
3753,Finance,Offline,23,Female,2029-03-19,70,92,90,44,17,17,88,No,2,67.4,Pass,Low,Active
3754,HR Management,Hybrid,23,Male,2029-03-20,62,97,77,74,11,17,55,No,2,79.5,Pass,Low,Active
3755,Digital Marketing,Offline,34,Male,2029-03-21,87,56,60,28,22,12,94,Yes,3,43.2,Fail,Medium,Active
3756,Web Dev,Hybrid,31,Female,2029-03-22,84,82,41,36,11,21,85,No,1,46.7,Fail,Medium,Active
3757,Digital Marketing,Online,28,Female,2029-03-23,82,81,52,40,7,13,94,No,1,51.8,Pass,Low,Active
3758,Web Dev,Offline,19,Female,2029-03-24,56,92,46,79,23,10,53,No,0,71.7,Pass,High,At-Risk
3759,HR Management,Online,20,Female,2029-03-25,88,82,31,32,18,38,59,No,4,41.7,Fail,High,At-Risk
3760,Web Dev,Offline,28,Female,2029-03-26,73,86,39,22,17,49,50,No,4,39.9,Fail,High,At-Risk
3761,Finance,Online,23,Male,2029-03-27,52,81,35,87,16,21,70,No,0,70.2,Pass,High,At-Risk
3762,Data Science,Offline,31,Male,2029-03-28,53,72,48,23,23,35,89,No,4,40.3,Fail,High,At-Risk
3763,Data Science,Offline,33,Male,2029-03-29,50,36,91,26,15,16,88,No,3,47.5,Fail,High,At-Risk
3764,HR Management,Offline,24,Female,2029-03-30,67,71,54,45,5,31,86,Yes,1,52.9,Pass,Low,Active
3765,Finance,Offline,25,Male,2029-03-31,81,33,94,94,5,13,52,No,0,81.8,Pass,Medium,Active
3766,Digital Marketing,Offline,33,Female,2029-04-01,71,98,90,43,3,41,96,No,3,68.1,Pass,Low,Active
3767,Finance,Offline,24,Male,2029-04-02,74,34,85,29,12,28,80,No,0,46.8,Fail,Medium,Active
3768,Data Science,Offline,26,Male,2029-04-03,98,70,65,32,5,5,76,Yes,1,49.5,Fail,High,At-Risk
3769,Data Science,Offline,30,Female,2029-04-04,70,33,75,63,22,49,66,No,4,60.6,Pass,Low,Active
3770,Finance,Offline,18,Female,2029-04-05,56,31,68,58,22,3,72,Yes,3,55.599999999999994,Pass,High,At-Risk
3771,Finance,Online,25,Male,2029-04-06,86,96,37,38,17,10,62,Yes,1,49.300000000000004,Fail,High,At-Risk
3772,Data Science,Hybrid,21,Male,2029-04-07,48,50,36,70,22,44,96,No,0,55.8,Pass,High,At-Risk
3773,Digital Marketing,Offline,20,Male,2029-04-08,49,99,33,38,5,39,76,No,2,48.7,Fail,High,At-Risk
3774,HR Management,Hybrid,20,Male,2029-04-09,47,72,72,95,2,9,100,Yes,3,83.5,Pass,Medium,Active
3775,HR Management,Offline,30,Male,2029-04-10,60,98,73,71,20,27,69,No,0,77.0,Pass,Medium,Active
3776,Finance,Offline,25,Female,2029-04-11,52,38,77,66,3,10,95,No,0,63.7,Pass,High,At-Risk
3777,HR Management,Online,24,Female,2029-04-12,98,57,80,49,10,34,62,Yes,1,59.9,Pass,Low,Active
3778,Data Science,Online,18,Female,2029-04-13,89,55,64,65,24,14,93,No,0,62.7,Pass,Low,Active
3779,Data Science,Hybrid,33,Female,2029-04-14,44,32,48,95,14,7,73,No,3,68.3,Pass,High,At-Risk
3780,Finance,Online,23,Male,2029-04-15,45,78,96,40,19,19,90,No,3,64.4,Pass,Medium,Active
3781,Finance,Online,24,Male,2029-04-16,69,46,57,94,17,49,52,Yes,0,73.3,Pass,Medium,Active
3782,Finance,Hybrid,29,Female,2029-04-17,70,92,47,67,17,20,92,Yes,1,66.0,Pass,Low,Active
3783,Digital Marketing,Online,26,Male,2029-04-18,56,84,78,81,11,0,59,No,3,80.7,Pass,High,At-Risk
3784,HR Management,Offline,28,Female,2029-04-19,50,52,77,77,10,28,50,No,2,72.0,Pass,High,At-Risk
3785,Finance,Hybrid,27,Male,2029-04-20,59,63,73,37,12,23,98,No,4,53.0,Pass,Medium,Active
3786,Web Dev,Hybrid,18,Male,2029-04-21,87,98,73,78,5,29,62,No,1,80.5,Pass,Low,Active
3787,Web Dev,Offline,21,Male,2029-04-22,48,44,84,67,11,39,63,Yes,1,67.5,Pass,High,At-Risk
3788,Data Science,Online,22,Female,2029-04-23,41,76,89,82,4,34,82,No,4,82.9,Pass,Medium,Active
3789,HR Management,Hybrid,26,Female,2029-04-24,76,32,56,31,7,32,51,Yes,4,38.7,Fail,High,At-Risk
3790,Finance,Hybrid,34,Female,2029-04-25,40,57,45,53,4,19,51,No,3,51.4,Pass,High,At-Risk
3791,Web Dev,Offline,20,Female,2029-04-26,43,32,42,80,10,15,88,No,0,59.0,Pass,High,At-Risk
3792,HR Management,Offline,33,Male,2029-04-27,75,33,84,72,4,8,90,No,0,67.8,Pass,Low,Active
3793,Data Science,Online,22,Male,2029-04-28,93,60,37,44,19,30,80,No,2,45.1,Fail,Medium,Active
3794,Digital Marketing,Hybrid,33,Male,2029-04-29,97,74,48,81,9,16,53,No,0,69.7,Pass,Medium,Active
3795,HR Management,Online,20,Male,2029-04-30,64,88,54,23,23,30,83,Yes,2,45.3,Fail,Medium,Active
3796,HR Management,Online,32,Female,2029-05-01,42,74,26,32,9,47,68,Yes,2,38.6,Fail,High,At-Risk
3797,Digital Marketing,Offline,20,Male,2029-05-02,48,66,49,61,16,22,86,No,1,58.4,Pass,Medium,Active
3798,HR Management,Hybrid,31,Male,2029-05-03,61,94,74,68,14,5,58,No,1,75.0,Pass,Low,Active
3799,Data Science,Hybrid,33,Male,2029-05-04,62,38,38,97,8,29,73,No,3,67.5,Pass,Low,Active
3800,Data Science,Hybrid,34,Female,2029-05-05,51,46,30,75,20,6,62,Yes,4,55.7,Pass,High,At-Risk
3801,Digital Marketing,Offline,31,Female,2029-05-06,49,94,54,66,9,47,93,No,4,68.0,Pass,Medium,Active
3802,Finance,Offline,32,Female,2029-05-07,73,32,54,27,11,39,79,No,2,36.1,Fail,High,At-Risk
3803,Web Dev,Offline,32,Male,2029-05-08,82,55,62,74,18,41,68,Yes,4,66.6,Pass,Low,Active
3804,Finance,Offline,23,Female,2029-05-09,49,82,82,37,2,45,90,No,2,59.5,Pass,Medium,Active
3805,HR Management,Offline,32,Male,2029-05-10,69,60,65,54,14,10,59,No,4,58.5,Pass,Low,Active
3806,Web Dev,Hybrid,21,Male,2029-05-11,61,55,81,51,14,33,100,Yes,3,60.8,Pass,Low,Active
3807,Digital Marketing,Online,25,Male,2029-05-12,45,52,60,43,17,11,91,Yes,1,49.9,Fail,High,At-Risk
3808,Digital Marketing,Hybrid,32,Female,2029-05-13,89,59,88,26,10,44,93,Yes,1,51.2,Pass,Low,Active
3809,Web Dev,Online,20,Female,2029-05-14,41,39,40,32,11,46,63,Yes,2,35.8,Fail,High,At-Risk
3810,Data Science,Offline,32,Male,2029-05-15,69,93,96,88,7,26,89,No,4,91.4,Pass,Low,Active
3811,Web Dev,Online,30,Male,2029-05-16,41,51,38,61,6,11,97,Yes,0,52.1,Pass,High,At-Risk
3812,HR Management,Hybrid,26,Female,2029-05-17,71,44,55,50,3,12,98,Yes,3,50.3,Pass,Low,Active
3813,Data Science,Hybrid,19,Female,2029-05-18,81,85,90,93,12,7,69,No,4,90.5,Pass,Low,Active
3814,Digital Marketing,Online,25,Female,2029-05-19,55,49,92,45,10,15,53,No,0,59.9,Pass,High,At-Risk
3815,Web Dev,Offline,34,Male,2029-05-20,51,76,89,95,7,28,87,No,3,89.4,Pass,Medium,Active
3816,Finance,Offline,30,Male,2029-05-21,40,82,79,51,9,34,93,No,3,65.6,Pass,Medium,Active
3817,Finance,Hybrid,18,Male,2029-05-22,92,82,64,71,10,28,99,No,1,71.1,Pass,Low,Active
3818,HR Management,Online,19,Female,2029-05-23,47,30,49,39,10,30,88,Yes,2,40.2,Fail,High,At-Risk
3819,Finance,Offline,32,Female,2029-05-24,87,31,49,59,9,12,54,No,4,50.4,Pass,Low,Active
3820,Web Dev,Offline,29,Female,2029-05-25,89,87,27,78,13,11,91,No,3,64.5,Pass,Low,Active
3821,Web Dev,Hybrid,31,Male,2029-05-26,52,48,93,96,9,1,81,No,4,85.5,Pass,Medium,Active
3822,Finance,Offline,19,Male,2029-05-27,54,91,50,33,4,32,55,No,3,49.7,Fail,High,At-Risk
3823,Web Dev,Online,24,Female,2029-05-28,92,41,64,63,14,7,63,No,1,58.9,Pass,Low,Active
3824,HR Management,Hybrid,23,Male,2029-05-29,83,55,62,67,20,40,55,No,2,63.099999999999994,Pass,Low,Active
3825,Data Science,Hybrid,31,Female,2029-05-30,47,56,62,62,3,39,63,Yes,0,60.8,Pass,High,At-Risk
3826,HR Management,Online,25,Male,2029-05-31,49,58,92,35,18,48,61,Yes,0,56.7,Pass,High,At-Risk
3827,HR Management,Hybrid,19,Female,2029-06-01,85,44,31,54,17,40,76,No,1,45.1,Fail,High,At-Risk
3828,Web Dev,Offline,34,Male,2029-06-02,44,75,54,72,5,31,75,No,3,67.2,Pass,High,At-Risk
3829,Data Science,Offline,22,Male,2029-06-03,89,30,43,53,19,37,61,Yes,1,45.4,Fail,High,At-Risk
3830,Web Dev,Online,31,Female,2029-06-04,58,89,59,22,15,27,57,No,2,46.5,Fail,High,At-Risk
3831,Digital Marketing,Offline,20,Female,2029-06-05,86,86,57,87,3,14,59,Yes,0,77.8,Pass,Medium,Active
3832,Web Dev,Online,22,Female,2029-06-06,77,32,57,24,14,22,65,Yes,4,35.5,Fail,High,At-Risk
3833,Web Dev,Online,33,Female,2029-06-07,98,47,62,29,22,23,75,No,0,42.5,Fail,High,At-Risk
3834,Web Dev,Offline,34,Female,2029-06-08,50,81,34,71,21,12,57,Yes,2,61.9,Pass,High,At-Risk
3835,Data Science,Online,28,Male,2029-06-09,92,89,81,48,18,20,90,Yes,3,66.1,Pass,Low,Active
3836,Web Dev,Offline,34,Female,2029-06-10,82,63,52,50,16,11,94,Yes,1,53.2,Pass,Low,Active
3837,Data Science,Hybrid,33,Female,2029-06-11,59,89,62,85,21,12,78,No,0,78.9,Pass,High,At-Risk
3838,Finance,Hybrid,19,Female,2029-06-12,59,55,40,95,6,38,69,Yes,0,70.5,Pass,High,At-Risk
3839,Digital Marketing,Online,21,Male,2029-06-13,60,48,45,88,8,22,66,No,4,67.1,Pass,Low,Active
3840,Data Science,Offline,24,Female,2029-06-14,57,51,30,56,19,49,68,No,1,47.2,Fail,High,At-Risk
3841,Finance,Offline,19,Female,2029-06-15,96,62,65,46,12,45,66,No,4,54.9,Pass,Low,Active
3842,Data Science,Hybrid,23,Female,2029-06-16,89,67,39,52,19,42,88,Yes,4,51.1,Pass,Low,Active
3843,Data Science,Hybrid,34,Male,2029-06-17,49,64,27,87,6,27,50,No,3,64.4,Pass,High,At-Risk
3844,Digital Marketing,Offline,24,Male,2029-06-18,73,96,67,78,14,13,78,Yes,0,78.3,Pass,Medium,Active
3845,HR Management,Online,22,Female,2029-06-19,65,39,71,83,19,16,63,No,1,70.6,Pass,Low,Active
3846,HR Management,Hybrid,22,Male,2029-06-20,69,44,38,63,3,23,66,No,3,51.7,Pass,Low,Active
3847,Data Science,Online,33,Female,2029-06-21,48,40,90,68,21,33,62,Yes,3,69.0,Pass,High,At-Risk
3848,Web Dev,Online,26,Male,2029-06-22,85,53,53,72,5,47,78,No,3,62.5,Pass,Low,Active
3849,Finance,Hybrid,22,Female,2029-06-23,90,33,28,93,14,21,83,Yes,2,61.5,Pass,Low,Active
3850,Web Dev,Online,25,Male,2029-06-24,70,42,50,68,17,9,76,Yes,2,57.4,Pass,Low,Active
3851,Web Dev,Online,26,Female,2029-06-25,81,86,36,85,7,7,95,No,3,70.5,Pass,Low,Active
3852,Data Science,Offline,22,Female,2029-06-26,94,66,26,82,9,20,82,No,2,62.0,Pass,Low,Active
3853,Data Science,Online,27,Male,2029-06-27,43,77,41,44,17,36,78,Yes,1,49.7,Fail,High,At-Risk
3854,Data Science,Offline,19,Female,2029-06-28,45,30,59,23,14,6,86,Yes,0,35.2,Fail,High,At-Risk
3855,Data Science,Hybrid,26,Female,2029-06-29,53,89,34,70,24,25,88,Yes,1,63.0,Pass,Medium,Active
3856,HR Management,Hybrid,28,Female,2029-06-30,43,41,67,30,5,12,68,No,0,43.3,Fail,High,At-Risk
3857,Data Science,Offline,21,Female,2029-07-01,65,50,45,36,3,15,95,No,2,41.5,Fail,Medium,Active
3858,HR Management,Hybrid,19,Male,2029-07-02,86,40,39,85,10,29,73,Yes,1,62.2,Pass,Low,Active
3859,HR Management,Online,23,Female,2029-07-03,87,73,59,89,19,30,63,Yes,4,76.8,Pass,Low,Active
3860,Data Science,Online,31,Male,2029-07-04,78,87,84,92,18,4,96,No,3,88.6,Pass,Low,Active
3861,Digital Marketing,Online,18,Male,2029-07-05,56,73,68,88,9,31,86,No,0,79.0,Pass,High,At-Risk
3862,Finance,Hybrid,24,Male,2029-07-06,58,63,29,48,16,15,54,No,0,45.3,Fail,High,At-Risk
3863,Web Dev,Online,18,Male,2029-07-07,90,54,97,92,10,46,73,No,4,85.9,Pass,Low,Active
3864,HR Management,Hybrid,18,Female,2029-07-08,88,33,42,91,18,8,83,Yes,4,64.7,Pass,Low,Active
3865,Finance,Online,18,Female,2029-07-09,45,93,45,39,24,21,99,No,3,51.6,Pass,Medium,Active
3866,Digital Marketing,Offline,21,Male,2029-07-10,68,45,96,46,3,43,80,No,2,60.8,Pass,Low,Active
3867,Web Dev,Hybrid,21,Female,2029-07-11,50,39,98,27,7,39,79,No,1,50.7,Pass,High,At-Risk
3868,Web Dev,Hybrid,28,Male,2029-07-12,55,95,75,80,6,44,58,Yes,1,81.5,Pass,High,At-Risk
3869,HR Management,Online,18,Female,2029-07-13,69,64,65,47,18,36,76,No,1,55.8,Pass,Low,Active
3870,Data Science,Hybrid,27,Female,2029-07-14,64,35,48,89,3,13,77,No,2,65.9,Pass,Low,Active
3871,Digital Marketing,Hybrid,26,Female,2029-07-15,79,48,48,22,19,15,91,No,3,35.0,Fail,Medium,Active
3872,HR Management,Offline,21,Male,2029-07-16,50,88,62,88,11,42,75,No,1,80.2,Pass,High,At-Risk
3873,Digital Marketing,Offline,23,Male,2029-07-17,46,82,68,92,11,19,67,No,0,82.8,Pass,High,At-Risk
3874,Data Science,Online,33,Female,2029-07-18,65,37,81,26,7,43,85,No,0,44.7,Fail,Medium,Active
3875,Data Science,Offline,19,Male,2029-07-19,95,39,83,79,13,14,57,No,0,72.2,Pass,Medium,Active
3876,HR Management,Online,27,Male,2029-07-20,61,96,58,23,18,43,67,No,4,48.1,Fail,High,At-Risk
3877,Data Science,Online,34,Female,2029-07-21,64,67,99,24,14,25,69,Yes,4,55.1,Pass,Low,Active
3878,Finance,Online,30,Male,2029-07-22,58,58,47,30,21,8,81,No,2,40.7,Fail,High,At-Risk
3879,Web Dev,Hybrid,30,Female,2029-07-23,70,44,67,34,17,0,78,No,1,45.9,Fail,High,At-Risk
3880,HR Management,Offline,34,Female,2029-07-24,65,52,64,83,11,34,98,No,4,71.1,Pass,Low,Active
3881,Digital Marketing,Online,22,Female,2029-07-25,81,75,71,32,22,43,97,No,0,52.3,Pass,Low,Active
3882,Finance,Offline,28,Male,2029-07-26,80,57,65,26,3,19,67,No,4,43.9,Fail,High,At-Risk
3883,HR Management,Online,24,Female,2029-07-27,75,55,71,25,3,44,56,No,0,44.8,Fail,High,At-Risk
3884,Data Science,Offline,27,Female,2029-07-28,62,39,44,75,24,5,50,Yes,1,58.5,Pass,Low,Active
3885,Data Science,Offline,34,Male,2029-07-29,86,76,89,83,8,41,77,Yes,2,83.4,Pass,Low,Active
3886,Data Science,Online,32,Male,2029-07-30,52,33,92,69,7,9,82,Yes,3,68.69999999999999,Pass,Medium,Active
3887,Data Science,Hybrid,19,Male,2029-07-31,64,84,48,49,2,47,99,No,3,55.7,Pass,Low,Active
3888,Digital Marketing,Offline,21,Male,2029-08-01,41,95,60,41,13,32,53,Yes,0,57.5,Pass,High,At-Risk
3889,Finance,Hybrid,20,Female,2029-08-02,41,96,69,44,14,15,69,Yes,4,61.900000000000006,Pass,High,At-Risk
3890,Web Dev,Hybrid,24,Male,2029-08-03,55,36,26,47,13,35,85,Yes,4,38.5,Fail,High,At-Risk
3891,Digital Marketing,Online,27,Male,2029-08-04,48,84,52,58,20,5,80,No,0,61.4,Pass,High,At-Risk
3892,Digital Marketing,Online,24,Male,2029-08-05,67,60,50,86,10,18,87,No,1,70.0,Pass,Low,Active
3893,Web Dev,Online,25,Male,2029-08-06,52,48,47,24,11,30,77,Yes,0,35.7,Fail,High,At-Risk
3894,Web Dev,Offline,23,Female,2029-08-07,74,57,60,84,18,1,52,No,1,71.4,Pass,Low,Active
3895,Data Science,Online,18,Male,2029-08-08,80,57,30,34,19,17,55,No,2,37.4,Fail,High,At-Risk
3896,Digital Marketing,Online,21,Female,2029-08-09,52,48,59,86,9,41,94,Yes,2,70.3,Pass,Medium,Active
3897,HR Management,Offline,31,Male,2029-08-10,70,49,62,59,8,27,72,No,0,57.9,Pass,Medium,Active
3898,Web Dev,Offline,34,Female,2029-08-11,60,42,59,88,10,3,56,No,2,70.1,Pass,Low,Active
3899,Web Dev,Online,28,Female,2029-08-12,71,72,98,96,11,0,85,Yes,4,91.8,Pass,Low,Active
3900,Finance,Online,31,Male,2029-08-13,93,40,77,62,13,46,50,Yes,1,62.099999999999994,Pass,Low,Active
3901,HR Management,Online,26,Female,2029-08-14,73,77,62,20,16,41,55,No,3,44.0,Fail,High,At-Risk
3902,HR Management,Online,32,Male,2029-08-15,47,44,83,41,16,49,73,No,3,54.2,Pass,High,At-Risk
3903,Web Dev,Hybrid,29,Female,2029-08-16,98,46,67,81,5,15,86,Yes,2,69.8,Pass,Low,Active
3904,Data Science,Hybrid,27,Female,2029-08-17,80,83,28,98,5,44,94,No,1,74.0,Pass,Low,Active
3905,Finance,Online,23,Female,2029-08-18,87,79,29,45,24,46,100,No,4,47.0,Fail,Medium,Active
3906,HR Management,Hybrid,23,Male,2029-08-19,41,57,92,37,2,1,85,No,3,57.5,Pass,Medium,Active
3907,Web Dev,Offline,25,Female,2029-08-20,77,33,69,67,13,35,73,Yes,4,60.8,Pass,Low,Active
3908,HR Management,Hybrid,18,Male,2029-08-21,71,51,49,28,3,0,87,No,4,38.9,Fail,Medium,Active
3909,Finance,Hybrid,34,Female,2029-08-22,93,68,35,20,16,38,94,No,3,34.1,Fail,Medium,Active
3910,Finance,Online,34,Female,2029-08-23,79,63,53,28,18,22,78,No,3,42.5,Fail,High,At-Risk
3911,Digital Marketing,Hybrid,32,Female,2029-08-24,97,73,58,42,8,25,86,No,2,53.0,Pass,Low,Active
3912,Web Dev,Hybrid,24,Female,2029-08-25,67,71,38,64,7,10,94,No,1,57.6,Pass,Low,Active
3913,Finance,Hybrid,20,Female,2029-08-26,76,69,48,21,13,41,81,No,0,38.7,Fail,Medium,Active
3914,Digital Marketing,Hybrid,28,Female,2029-08-27,80,41,83,33,20,0,74,No,1,49.6,Fail,High,At-Risk
3915,Digital Marketing,Offline,26,Male,2029-08-28,40,31,63,57,2,10,59,No,0,53.599999999999994,Pass,High,At-Risk
3916,HR Management,Online,27,Male,2029-08-29,80,57,50,59,22,23,84,No,3,55.9,Pass,Low,Active
3917,HR Management,Online,19,Male,2029-08-30,49,96,67,82,15,9,74,Yes,4,80.3,Pass,High,At-Risk
3918,Digital Marketing,Offline,18,Female,2029-08-31,94,39,60,35,5,13,76,No,1,43.3,Fail,High,At-Risk
3919,HR Management,Hybrid,33,Male,2029-09-01,43,86,63,94,6,13,94,Yes,4,83.1,Pass,Medium,Active
3920,Finance,Offline,34,Female,2029-09-02,74,66,85,25,2,6,81,No,1,51.2,Pass,Low,Active
3921,Data Science,Hybrid,23,Male,2029-09-03,49,93,40,22,2,22,61,No,1,41.6,Fail,High,At-Risk
3922,Finance,Offline,31,Male,2029-09-04,86,69,83,33,22,42,53,No,4,55.2,Pass,Low,Active
3923,Digital Marketing,Online,32,Female,2029-09-05,50,89,30,85,7,21,91,Yes,2,69.3,Pass,Medium,Active
3924,Digital Marketing,Online,31,Female,2029-09-06,53,77,80,94,6,35,75,No,3,86.4,Pass,High,At-Risk
3925,Finance,Online,20,Male,2029-09-07,77,48,32,86,3,26,52,No,2,62.2,Pass,Low,Active
3926,HR Management,Hybrid,29,Male,2029-09-08,51,62,51,50,22,1,66,Yes,2,52.7,Pass,High,At-Risk
3927,HR Management,Hybrid,19,Male,2029-09-09,84,73,95,52,6,38,58,No,1,69.1,Pass,Low,Active
3928,Digital Marketing,Offline,20,Male,2029-09-10,56,66,51,20,10,45,78,No,3,38.5,Fail,High,At-Risk
3929,Web Dev,Offline,18,Female,2029-09-11,55,65,70,63,20,18,50,No,1,65.5,Pass,High,At-Risk
3930,HR Management,Online,23,Male,2029-09-12,74,50,65,34,22,6,67,No,0,46.5,Fail,High,At-Risk
3931,Finance,Hybrid,22,Female,2029-09-13,41,31,49,56,16,11,90,No,1,48.9,Fail,High,At-Risk
3932,HR Management,Offline,18,Female,2029-09-14,50,60,42,46,14,2,69,No,4,47.6,Fail,High,At-Risk
3933,Finance,Hybrid,18,Male,2029-09-15,80,59,36,67,13,46,90,Yes,1,56.1,Pass,Low,Active
3934,Digital Marketing,Hybrid,33,Female,2029-09-16,42,73,75,46,6,4,83,Yes,0,60.1,Pass,High,At-Risk
3935,HR Management,Online,29,Male,2029-09-17,68,41,63,31,3,7,100,No,1,42.6,Fail,Medium,Active
3936,Finance,Online,25,Female,2029-09-18,57,80,34,86,5,13,77,No,0,69.2,Pass,High,At-Risk
3937,Digital Marketing,Hybrid,33,Female,2029-09-19,59,78,98,49,19,35,97,Yes,3,69.5,Pass,Medium,Active
3938,Web Dev,Hybrid,18,Male,2029-09-20,86,53,78,85,22,6,84,Yes,1,76.5,Pass,Low,Active
3939,Finance,Hybrid,21,Female,2029-09-21,53,53,53,26,11,6,65,No,0,39.5,Fail,High,At-Risk
3940,Web Dev,Hybrid,27,Female,2029-09-22,73,89,65,53,14,49,70,No,3,63.8,Pass,Low,Active
3941,Web Dev,Online,28,Male,2029-09-23,88,40,33,51,13,45,62,Yes,4,43.4,Fail,High,At-Risk
3942,Data Science,Offline,34,Female,2029-09-24,93,42,87,58,3,31,84,No,2,63.5,Pass,Low,Active
3943,HR Management,Online,24,Female,2029-09-25,70,93,61,62,16,7,91,Yes,0,67.9,Pass,Low,Active
3944,Finance,Offline,29,Male,2029-09-26,97,49,38,62,15,11,81,No,4,52.2,Pass,Low,Active
3945,Web Dev,Hybrid,24,Male,2029-09-27,79,57,97,97,11,9,99,No,3,89.0,Pass,Low,Active
3946,Data Science,Offline,29,Female,2029-09-28,81,31,96,22,23,13,87,No,4,46.0,Fail,Medium,Active
3947,Digital Marketing,Online,32,Female,2029-09-29,97,72,63,65,9,8,55,No,1,65.8,Pass,Low,Active
3948,Finance,Online,19,Female,2029-09-30,57,37,64,51,16,37,99,No,2,52.1,Pass,Medium,Active
3949,Web Dev,Hybrid,31,Male,2029-10-01,69,42,78,62,14,29,87,Yes,0,62.8,Pass,Low,Active
3950,HR Management,Online,30,Female,2029-10-02,64,64,27,22,9,4,87,Yes,3,31.9,Fail,Medium,Active
3951,Data Science,Hybrid,21,Female,2029-10-03,58,52,79,93,22,0,62,No,2,80.6,Pass,High,At-Risk
3952,Web Dev,Online,31,Female,2029-10-04,47,75,57,82,22,0,95,No,3,73.1,Pass,Medium,Active
3953,HR Management,Online,31,Female,2029-10-05,67,44,95,59,23,19,88,No,4,66.8,Pass,Low,Active
3954,Web Dev,Hybrid,33,Female,2029-10-06,47,31,43,37,15,48,62,No,3,37.6,Fail,High,At-Risk
3955,Finance,Offline,24,Female,2029-10-07,70,90,58,86,2,10,96,No,3,78.4,Pass,Low,Active
3956,Finance,Online,19,Male,2029-10-08,42,93,74,81,14,25,61,Yes,4,81.3,Pass,High,At-Risk
3957,Finance,Offline,27,Male,2029-10-09,42,81,71,29,9,43,82,No,4,52.0,Pass,Medium,Active
3958,Data Science,Online,34,Female,2029-10-10,83,65,70,71,19,2,77,No,2,69.5,Pass,Low,Active
3959,Finance,Online,22,Female,2029-10-11,61,96,80,92,23,5,52,No,0,89.2,Pass,Medium,Active
3960,HR Management,Online,29,Male,2029-10-12,56,98,81,65,10,42,67,No,4,76.4,Pass,High,At-Risk
3961,Web Dev,Online,23,Male,2029-10-13,75,96,75,74,14,44,75,No,2,78.7,Pass,Low,Active
3962,Digital Marketing,Offline,26,Male,2029-10-14,56,76,78,65,4,10,89,No,3,71.1,Pass,Medium,Active
3963,HR Management,Offline,18,Female,2029-10-15,53,31,52,94,19,7,51,No,3,68.8,Pass,High,At-Risk
3964,HR Management,Online,32,Female,2029-10-16,90,73,43,79,11,28,53,No,1,67.0,Pass,Low,Active
3965,Finance,Online,23,Female,2029-10-17,48,93,51,45,6,9,99,No,4,56.4,Pass,Medium,Active
3966,Data Science,Offline,23,Female,2029-10-18,69,57,72,46,7,33,77,No,2,56.0,Pass,Low,Active
3967,Web Dev,Hybrid,30,Male,2029-10-19,60,83,43,57,9,23,77,No,2,58.0,Pass,Low,Active
3968,Data Science,Hybrid,18,Male,2029-10-20,51,96,75,41,8,45,74,No,0,62.2,Pass,High,At-Risk
3969,Web Dev,Offline,30,Male,2029-10-21,76,65,31,45,22,47,75,No,2,44.8,Fail,High,At-Risk
3970,Web Dev,Online,24,Male,2029-10-22,71,92,53,88,19,16,94,No,4,78.3,Pass,Low,Active
3971,Data Science,Online,32,Female,2029-10-23,50,54,67,54,15,31,96,No,2,57.9,Pass,Medium,Active
